File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSmartValues(ata_device * device, struct ata_smart_values *data)",24,18,14,6,4,0,2,7,
F:\benchmark\smartmontools-6.4\atacmds.cpp,fixsamsungselftestlog(ata_smart_selftestlog * data),13,5,4,1,2,0,6,45,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSelfTestLog(ata_device * device, ata_smart_selftestlog * data, firmwarebug_defs firmwarebugs)",27,18,13,7,5,0,4,24,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"check_multi_sector_sum(const void * data, unsigned nsectors, const char * msg)",12,12,7,4,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadExtSelfTestLog(ata_device * device, ata_smart_extselftestlog * log, unsigned nsectors)",14,12,8,6,2,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadLogExt(ata_device * device, unsigned char logaddr, unsigned char features, unsigned page, void * data, unsigned nsectors)",26,21,14,7,3,2,2,19,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSmartLog(ata_device * device, unsigned char logaddr, void * data, unsigned nsectors)",14,13,12,3,1,1,0,3,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadLogDirectory(ata_device * device, ata_smart_log_directory * data, bool gpl)",15,12,7,7,2,2,1,11,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSelectiveSelfTestLog(ata_device * device, struct ata_selective_self_test_log *data)",26,19,15,6,4,0,3,18,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataWriteSelectiveSelfTestLog(ata_device * device, ata_selective_selftest_args & args, const ata_smart_values * sv, uint64_t num_sectors, const ata_selective_selftest_args * prev_args)",172,133,95,38,16,17,23,188,
F:\benchmark\smartmontools-6.4\atacmds.cpp,fixsamsungerrorlog(ata_smart_errorlog * data),18,8,6,2,1,0,9,54,
F:\benchmark\smartmontools-6.4\atacmds.cpp,fixsamsungerrorlog2(ata_smart_errorlog * data),4,3,3,0,0,0,1,6,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadErrorLog(ata_device * device, ata_smart_errorlog *data, firmwarebug_defs firmwarebugs)",37,20,13,8,7,0,10,62,
F:\benchmark\smartmontools-6.4\atacmds.cpp,fix_exterrlog_lba_cmd(T & cmd),6,6,6,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"fix_exterrlog_lba(ata_smart_exterrlog * log, unsigned nsectors)",9,9,6,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadExtErrorLog(ata_device * device, ata_smart_exterrlog * log, unsigned page, unsigned nsectors, firmwarebug_defs firmwarebugs)",22,18,12,8,4,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSmartThresholds(ata_device * device, struct ata_smart_thresholds_pvt *data)",16,9,6,5,4,0,3,18,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataEnableSmart(ata_device * device ),5,5,4,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataDisableSmart(ata_device * device ),6,5,4,3,1,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataEnableAutoSave(ata_device * device),5,5,4,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataDisableAutoSave(ata_device * device),6,5,4,3,1,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataEnableAutoOffline(ata_device * device),7,5,4,3,1,0,1,7,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataDisableAutoOffline(ata_device * device),6,5,4,3,1,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataDoesSmartWork(ata_device * device),7,5,4,3,2,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,ataSmartStatus2(ata_device * device),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataSmartTest(ata_device * device, int testtype, bool force, const ata_selective_selftest_args & selargs, const ata_smart_values * sv, uint64_t num_sectors)",83,66,38,17,9,1,8,66,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"TestTime(const ata_smart_values *data, int testtype)",21,21,8,10,0,1,0,1,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"isSmartErrorLogCapable(const ata_smart_values * data, const ata_identify_device * identity)",14,10,8,5,3,0,1,8,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"isSmartTestLogCapable(const ata_smart_values * data, const ata_identify_device *identity)",15,10,8,5,4,0,1,8,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isGeneralPurposeLoggingCapable(const ata_identify_device *identity),23,8,6,5,3,0,12,116,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportExecuteOfflineImmediate(const ata_smart_values *data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportAutomaticTimer(const ata_smart_values * data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportOfflineAbort(const ata_smart_values *data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportOfflineSurfaceScan(const ata_smart_values * data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportSelfTest(const ata_smart_values * data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportConveyanceSelfTest(const ata_smart_values * data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,isSupportSelectiveSelfTest(const ata_smart_values * data),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ata_get_attr_state(const ata_smart_attribute & attr, int attridx, const ata_smart_threshold_entry * thresholds, const ata_vendor_attr_defs & defs, unsigned char * threshval )",42,22,13,16,7,0,13,103,
F:\benchmark\smartmontools-6.4\atacmds.cpp,get_default_raw_format(unsigned char id),20,16,7,6,4,6,0,15,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ata_get_attr_raw_value(const ata_smart_attribute & attr, const ata_vendor_attr_defs & defs)",40,35,24,5,3,0,2,12,
F:\benchmark\smartmontools-6.4\atacmds.cpp,check_temp_word(unsigned word),8,8,5,7,0,3,0,14,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"check_temp_range(int t, unsigned char ut1, unsigned char ut2, int & lo, int & hi)",12,11,8,5,1,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ata_format_attr_raw_value(const ata_smart_attribute & attr, const ata_vendor_attr_defs & defs)",197,149,96,36,24,1,24,131,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"get_default_attr_name(unsigned char id, int rpm)",193,170,104,100,2,0,21,87,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ata_get_smart_attr_name(unsigned char id, const ata_vendor_attr_defs & defs, int rpm )",5,5,3,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ata_find_attr_index(unsigned char id, const ata_smart_values & smartval)",8,8,5,6,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ata_return_temperature_value(const ata_smart_values * data, const ata_vendor_attr_defs & defs)",24,22,16,8,0,1,2,13,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSCTStatus(ata_device * device, ata_sct_status_response * sts)",27,22,19,6,2,0,3,15,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataReadSCTTempHist(ata_device * device, ata_sct_temperature_history_table * tmh, ata_sct_status_response * sts)",56,40,30,13,8,3,8,66,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataGetSetSCTWriteCacheReordering(ata_device * device, bool enable, bool persistent, bool set)",62,46,35,13,8,4,8,62,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataSetSCTTempInterval(ata_device * device, unsigned interval, bool persistent)",47,35,26,12,6,3,6,48,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataGetSetSCTErrorRecoveryControltime(ata_device * device, unsigned type, bool set, unsigned short & time_limit)",80,56,40,20,11,3,13,100,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataGetSCTErrorRecoveryControltime(ata_device * device, unsigned type, unsigned short & time_limit)",2,2,2,1,0,1,0,1,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataSetSCTErrorRecoveryControltime(ata_device * device, unsigned type, unsigned short time_limit)",2,2,2,1,0,1,0,1,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataPrintSmartSelfTestEntry(unsigned testnum, unsigned char test_type, unsigned char test_status, unsigned short timestamp, uint64_t failing_lba, bool print_error_only, bool & print_header)",69,60,44,12,7,2,2,17,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"ataPrintSmartSelfTestlog(const ata_smart_selftestlog * data, bool allentries, firmwarebug_defs firmwarebugs)",73,42,26,13,12,0,19,129,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"nextline(const char * s, int & lineno)",7,7,5,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,name2command(const char * s),6,6,4,4,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"matchcpy(char * dest, size_t size, const char * src, const regmatch_t & srcmatch)",9,9,7,4,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"matchtoi(const char * src, const regmatch_t & srcmatch, int defval)",4,4,3,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"parsed_ata_device::parsed_ata_device(smart_interface * intf, const char * dev_name)",2,2,2,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,throw(),2,2,2,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,parsed_ata_device::is_open() const,2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,parsed_ata_device::open(),131,115,70,31,8,17,8,65,
F:\benchmark\smartmontools-6.4\atacmds.cpp,parsed_ata_device::close(),15,14,10,4,1,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,parsed_ata_device::ata_identify_is_cached() const,2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"parsed_ata_device::ata_command_interface(smart_command_set command, int select, char * data)",45,41,23,16,2,0,2,11,
F:\benchmark\smartmontools-6.4\atacmds.cpp,"get_parsed_ata_device(smart_interface * intf, const char * dev_name)",2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataidentify.cpp,"get_word(const void * id, int word)",3,3,3,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataidentify.cpp,"ata_print_identify_data(const void * id, bool all_words, int bit_level)",162,133,85,26,17,1,12,45,
F:\benchmark\smartmontools-6.4\ataprint.cpp,infofound(const char *output),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,is_permissive(),5,5,4,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"format_st_er_desc( unsigned char CR, unsigned char FR, unsigned char ST, unsigned char ER, unsigned short SC, const ata_smart_errorlog_error_struct * lba28_regs, const ata_smart_exterrlog_error * lba48_regs )",307,274,188,46,11,80,22,439,
F:\benchmark\smartmontools-6.4\ataprint.cpp,format_st_er_desc( const ata_smart_errorlog_struct * data),8,8,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,format_st_er_desc( const ata_smart_exterrlog_error_log * data),8,8,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_form_factor(unsigned short word168),15,13,12,1,0,4,2,26,
F:\benchmark\smartmontools-6.4\ataprint.cpp,find_msb(unsigned short word),5,5,3,4,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_ata_major_version(const ata_identify_device * drive),14,14,13,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_ata_minor_version(const ata_identify_device * drive),71,52,51,1,15,1,4,47,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"get_pata_version(unsigned short word222, char (& buf)[32])",8,8,5,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"get_sata_version(unsigned short word222, char (& buf)[32])",14,14,12,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_sata_speed(int level),12,12,10,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_sata_maxspeed(const ata_identify_device * drive),5,5,4,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_sata_curspeed(const ata_identify_device * drive),5,5,4,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_drive_info(const ata_identify_device * drive, const ata_size_info & sizes, int rpm, const drive_settings * dbentry)",137,106,66,23,17,3,14,87,
F:\benchmark\smartmontools-6.4\ataprint.cpp,OfflineDataCollectionStatus(unsigned char status_byte),25,24,12,12,1,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartOfflineStatus(const ata_smart_values * data),17,10,6,1,3,0,4,31,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSmartSelfExecStatus(const ata_smart_values * data, firmwarebug_defs firmwarebugs)",78,76,48,13,2,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartTotalTimeCompleteOffline(const ata_smart_values * data),4,4,3,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartOfflineCollectCap(const ata_smart_values *data),37,30,13,1,7,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartCapability(const ata_smart_values *data),20,17,9,2,3,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSmartErrorLogCapability(const ata_smart_values * data, const ata_identify_device * identity)",12,11,6,1,1,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartShortSelfTestPollingTime(const ata_smart_values * data),7,7,4,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartExtendedSelfTestPollingTime(const ata_smart_values * data),7,7,4,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,PrintSmartConveyanceSelfTestPollingTime(const ata_smart_values * data),7,7,4,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"find_failed_attr(const ata_smart_values * data, const ata_smart_thresholds_pvt * thresholds, const ata_vendor_attr_defs & defs, int onlyfailed)",16,14,9,7,2,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSmartAttribWithThres(const ata_smart_values * data, const ata_smart_thresholds_pvt * thresholds, const ata_vendor_attr_defs & defs, int rpm, int onlyfailed, unsigned char format)",103,87,36,13,10,0,6,37,
F:\benchmark\smartmontools-6.4\ataprint.cpp,ataPrintSCTCapability(const ata_identify_device *drive),11,11,7,4,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintGeneralSmartValues(const ata_smart_values *data, const ata_identify_device *drive, firmwarebug_defs firmwarebugs)",29,21,16,3,8,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"GetNumLogSectors(const ata_smart_log_directory * logdir, unsigned logaddr, bool gpl)",12,11,7,8,0,0,1,6,
F:\benchmark\smartmontools-6.4\ataprint.cpp,GetLogName(unsigned logaddr),51,42,37,6,5,15,4,53,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_log_rw(unsigned logaddr),19,16,5,15,3,2,0,3,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"fake_logdir(ata_smart_log_directory * logdir, const ata_print_options & options)",11,11,11,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintLogDirectories(const ata_smart_log_directory * gplogdir, const ata_smart_log_directory * smartlogdir)",62,51,35,10,8,1,3,24,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintLogPages(const char * type, const unsigned char * data, unsigned char logaddr, unsigned page, unsigned num_pages, unsigned max_pages)",19,19,7,2,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_device_statistics_page_name(int page),6,6,4,5,0,1,0,1,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_device_statistics_page(const unsigned char * data, int page)",69,52,31,10,8,6,9,56,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_device_statistics(ata_device * device, unsigned nsectors, const std::vector<int> & single_pages, bool all_pages, bool ssd_page, bool use_gplog)",100,82,58,24,12,0,6,33,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSataPhyEventCounters(const unsigned char * data, bool reset)",62,51,41,10,6,2,5,28,
F:\benchmark\smartmontools-6.4\ataprint.cpp,format_milliseconds(unsigned msec),15,14,13,2,1,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,get_error_log_state_desc(unsigned state),12,12,9,2,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSmartErrorlog(const ata_smart_errorlog *data, firmwarebug_defs firmwarebugs)",110,90,40,13,8,0,12,96,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSmartExtErrorLog(ata_device * device, const firmwarebug_defs & firmwarebugs, const ata_smart_exterrlog * log, unsigned nsectors, unsigned max_errors)",162,124,59,18,20,0,18,98,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"PrintSmartExtSelfTestLog(const ata_smart_extselftestlog * log, unsigned nsectors, unsigned max_entries)",71,49,31,10,12,1,10,46,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"ataPrintSelectiveSelfTestLog(const ata_selective_self_test_log * log, const ata_smart_values * sv)",115,81,57,24,12,0,22,135,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"sct_ptemp(signed char x, char (& buf)[20])",5,5,4,3,0,1,0,3,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"sct_pbar(int x, char (& buf)[64])",19,19,13,5,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,sct_device_state_msg(unsigned char state),10,10,9,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,ataPrintSCTStatus(const ata_sct_status_response * sts),49,39,22,7,2,2,8,92,
F:\benchmark\smartmontools-6.4\ataprint.cpp,ataPrintSCTTempHist(const ata_sct_temperature_history_table * tmh),53,45,30,8,3,0,5,25,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"ataPrintSCTErrorRecoveryControl(bool set, unsigned short read_timer, unsigned short write_timer)",10,10,6,2,0,0,0,0,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_aam_level(const char * msg, int level, int recommended = -1)",21,18,10,2,1,0,2,19,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_apm_level(const char * msg, int level)",17,15,9,1,1,0,1,10,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_ata_security_status(const char * msg, unsigned short state)",35,31,19,6,3,0,1,10,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"print_standby_timer(const char * msg, int timer, const ata_identify_device & drive)",30,26,15,4,3,0,1,10,
F:\benchmark\smartmontools-6.4\ataprint.cpp,"ataPrintMain(ata_device * device, const ata_print_options & options)",1093,904,532,260,94,18,95,658,
F:\benchmark\smartmontools-6.4\cciss.cpp,"cciss_io_interface(int device, int target, struct scsi_cmnd_io * iop, int report)",68,65,39,17,3,4,0,29,
F:\benchmark\smartmontools-6.4\cciss.cpp,"cciss_sendpassthru(unsigned int cmdtype, unsigned char *CDB, unsigned int CDBlen, char *buff, unsigned int size, unsigned int LunID, unsigned char *scsi3addr, int fd)",42,36,25,4,5,0,1,5,
F:\benchmark\smartmontools-6.4\cciss.cpp,"cciss_getlun(int device, int target, unsigned char *physlun, int report)",47,38,31,8,8,1,1,10,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"dumpdata(unsigned char *block, int len)",44,37,23,6,4,1,3,32,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"generic_areca_device::generic_areca_device(smart_interface * intf, const char * dev_name, int disknum, int encnum)",2,2,2,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,throw(),2,1,1,0,1,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"generic_areca_device::arcmsr_command_handler(unsigned long arcmsr_cmd, unsigned char *data, int data_len)",146,113,75,25,19,2,14,104,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,generic_areca_device::arcmsr_probe(),11,10,6,4,1,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"generic_areca_device::arcmsr_ui_handler(unsigned char *areca_packet, int areca_packet_len, unsigned char *result)",53,43,28,14,8,0,2,9,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,generic_areca_device::arcmsr_get_controller_type(),13,11,10,3,2,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,generic_areca_device::arcmsr_get_dev_type(),32,25,18,7,5,2,2,16,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"generic_areca_device::arcmsr_ata_pass_through(const ata_cmd_in & in, ata_cmd_out & out)",149,98,77,10,13,5,38,244,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,generic_areca_device::arcmsr_scsi_pass_through(struct scsi_cmnd_io * iop),114,70,52,14,14,10,30,219,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"areca_ata_device::areca_ata_device(smart_interface * intf, const char * dev_name, int disknum, int encnum)",4,4,4,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,throw(),2,1,1,0,1,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"areca_ata_device::ata_pass_through(const ata_cmd_in & in, ata_cmd_out & out)",11,9,3,3,1,0,1,4,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,"areca_scsi_device::areca_scsi_device(smart_interface * intf, const char * dev_name, int disknum, int encnum)",4,4,4,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,throw(),2,1,1,0,1,0,0,0,
F:\benchmark\smartmontools-6.4\dev_areca.cpp,areca_scsi_device::scsi_pass_through(struct scsi_cmnd_io * iop),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_ata_cmd_set.cpp,"ata_device_with_command_set::ata_pass_through(const ata_cmd_in & in, ata_cmd_out & out)",90,87,59,31,3,3,0,7,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,"smart_device::smart_device(smart_interface * intf, const char * dev_name, const char * dev_type, const char * req_type)",1,1,1,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,smart_device::smart_device(do_not_use_in_implementation_classes),2,2,2,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,throw(),1,1,1,0,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,smart_device::is_syscall_unsup() const,8,8,4,5,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,"smart_device::set_err(int no, const char * msg, ...)",8,8,7,3,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,smart_device::set_err(int no),2,2,2,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,smart_device::autodetect_open(),3,3,3,1,0,0,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,smart_device::owns(const smart_device * ) const,2,2,2,1,0,1,0,0,
F:\benchmark\smartmontools-6.4\dev_interface.cpp,smart_device::release(const smart_device * ),1,1,1,0,0,0,0,0,
