File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\BC7EncoderCS10.cpp,"CGPUBC7Encoder::Initialize( ID3D11Device* pDevice, ID3D11DeviceContext* pContext )",23,18,12,5,4,0,1,5,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\BC7EncoderCS10.cpp,CGPUBC7Encoder::Cleanup(),5,5,5,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\BC7EncoderCS10.cpp,"CGPUBC7Encoder::GPU_Encode( ID3D11Device* pDevice, ID3D11DeviceContext* pContext, ID3D11Texture2D* pSrcTexture, DXGI_FORMAT dstFormat, ID3D11Buffer** ppDstTextureAsBufOut )",237,203,155,16,29,0,5,29,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\EncoderBase.cpp,"EncoderBase::GPU_EncodeAndSave( ID3D11Texture2D* pSourceTexture, DXGI_FORMAT fmtEncode, WCHAR* strDstFilename )",73,58,41,10,15,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\EncoderBase.cpp,"EncoderBase::GPU_SaveToFile( ID3D11Texture2D* pSrcTexture, WCHAR* strFilename, DXGI_FORMAT dstFormat, std::vector<ID3D11Buffer*>& subTextureAsBufs )",53,44,30,9,9,2,0,19,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,ispow2( _In_ size_t x ),2,2,2,1,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,"Dynamic_D3D11CreateDevice( IDXGIAdapter* pAdapter, D3D_DRIVER_TYPE DriverType, HMODULE Software, UINT32 Flags, D3D_FEATURE_LEVEL* pFeatureLevels, UINT FeatureLevels, UINT32 SDKVersion, ID3D11Device** ppDevice, D3D_FEATURE_LEVEL* pFeatureLevel, ID3D11DeviceContext** ppImmediateContext )",62,46,24,8,12,0,4,48,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,"CreateDevice( ID3D11Device** ppDeviceOut, ID3D11DeviceContext** ppContextOut, BOOL bForceRef )",62,44,19,5,9,20,9,224,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,"RunComputeShader( ID3D11DeviceContext* pd3dImmediateContext, ID3D11ComputeShader* pComputeShader, ID3D11ShaderResourceView** pShaderResourceViews, UINT uNumSRVs, ID3D11Buffer* pCBCS, ID3D11UnorderedAccessView* pUnorderedAccessView, UINT X, UINT Y, UINT Z )",14,12,15,0,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,"LoadTextureFromFile( ID3D11Device* pd3dDevice, LPCTSTR lpFileName, DXGI_FORMAT fmtLoadAs, BOOL bNoMips, DWORD dwFilter, ID3D11Texture2D** ppTextureOut )",160,131,89,32,20,2,9,130,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,"CreateAndCopyToCPUBuf( ID3D11Device* pDevice, ID3D11DeviceContext* pd3dImmediateContext, ID3D11Buffer* pBuffer )",19,17,13,2,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.cpp,FileExists( const WCHAR* pszFilename ),11,9,6,4,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.h,SAFE_RELEASE(p),1,1,2,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.h,V_GOTO( x ),1,1,2,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\utils.h,V_RETURN( x ),1,1,2,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"Decode565(_Out_ HDRColorA *pColor, _In_ const uint16_t w565)",5,5,5,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,Encode565(_In_ const HDRColorA *pColor),14,10,8,1,4,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"OptimizeRGB(_Out_ HDRColorA *pX, _Out_ HDRColorA *pY, _In_reads_(NUM_PIXELS_PER_BLOCK) const HDRColorA *pPoints, _In_ size_t cSteps, _In_ DWORD flags)",249,180,133,26,59,3,10,61,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"DecodeBC1( _Out_writes_(NUM_PIXELS_PER_BLOCK) XMVECTOR *pColor, _In_ const D3DX_BC1 *pBC, _In_ bool isbc1 )",44,35,27,3,9,1,0,3,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"EncodeBC1(_Out_ D3DX_BC1 *pBC, _In_reads_(NUM_PIXELS_PER_BLOCK) const HDRColorA *pColor, _In_ bool bColorKey, _In_ float alphaRef, _In_ DWORD flags)",303,244,173,29,50,1,9,61,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"EncodeSolidBC1(_Out_ D3DX_BC1 *pBC, _In_reads_(NUM_PIXELS_PER_BLOCK) const HDRColorA *pColor)",28,22,17,1,4,1,2,7,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"D3DXDecodeBC1(XMVECTOR *pColor, const uint8_t *pBC)",3,3,3,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"D3DXEncodeBC1(uint8_t *pBC, const XMVECTOR *pColor, float alphaRef, DWORD flags)",57,46,31,7,11,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"D3DXDecodeBC2(XMVECTOR *pColor, const uint8_t *pBC)",19,11,9,2,6,0,2,5,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"D3DXEncodeBC2(uint8_t *pBC, const XMVECTOR *pColor, DWORD flags)",69,53,34,10,14,1,2,12,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"D3DXDecodeBC3(XMVECTOR *pColor, const uint8_t *pBC)",38,26,18,5,10,0,2,6,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC.cpp,"D3DXEncodeBC3(uint8_t *pBC, const XMVECTOR *pColor, DWORD flags)",199,147,102,26,44,0,8,39,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FloatToSNorm( _In_ float fVal, _Out_ int8_t *piSNorm )",20,16,9,4,4,2,0,6,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FindEndPointsBC4U( _In_reads_(BLOCK_SIZE) const float theTexelsU[], _Out_ uint8_t &endpointU_0, _Out_ uint8_t &endpointU_1)",51,37,27,3,9,0,5,35,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FindEndPointsBC4S(_In_reads_(BLOCK_SIZE) const float theTexelsU[], _Out_ int8_t &endpointU_0, _Out_ int8_t &endpointU_1)",51,37,27,3,9,0,5,35,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FindEndPointsBC5U( _In_reads_(BLOCK_SIZE) const float theTexelsU[], _In_reads_(BLOCK_SIZE) const float theTexelsV[], _Out_ uint8_t &endpointU_0, _Out_ uint8_t &endpointU_1, _Out_ uint8_t &endpointV_0, _Out_ uint8_t &endpointV_1)",4,3,3,0,0,0,1,10,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FindEndPointsBC5S( _In_reads_(BLOCK_SIZE) const float theTexelsU[], _In_reads_(BLOCK_SIZE) const float theTexelsV[], _Out_ int8_t &endpointU_0, _Out_ int8_t &endpointU_1, _Out_ int8_t &endpointV_0, _Out_ int8_t &endpointV_1)",4,3,3,0,0,0,1,10,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FindClosestUNORM(_Inout_ BC4_UNORM* pBC, _In_reads_(NUM_PIXELS_PER_BLOCK) const float theTexelsU[])",22,22,14,4,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"FindClosestSNORM(_Inout_ BC4_SNORM* pBC, _In_reads_(NUM_PIXELS_PER_BLOCK) const float theTexelsU[])",22,22,14,4,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXDecodeBC4U( XMVECTOR *pColor, const uint8_t *pBC )",10,8,6,1,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXDecodeBC4S(XMVECTOR *pColor, const uint8_t *pBC)",10,8,6,1,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXEncodeBC4U( uint8_t *pBC, const XMVECTOR *pColor, DWORD flags )",17,13,11,1,4,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXEncodeBC4S( uint8_t *pBC, const XMVECTOR *pColor, DWORD flags )",17,13,11,1,4,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXDecodeBC5U(XMVECTOR *pColor, const uint8_t *pBC)",11,9,7,1,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXDecodeBC5S(XMVECTOR *pColor, const uint8_t *pBC)",11,9,7,1,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXEncodeBC5U( uint8_t *pBC, const XMVECTOR *pColor, DWORD flags )",30,25,17,1,5,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC4BC5.cpp,"D3DXEncodeBC5S( uint8_t *pBC, const XMVECTOR *pColor, DWORD flags )",30,25,17,1,5,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"Swap( T& a, T& b )",4,4,4,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"IsFixUpOffset(_In_range_(0,2) size_t uPartitions, _In_range_(0,63) size_t uShape, _In_range_(0,15) size_t uOffset)",11,11,7,4,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"ErrorMetricRGB(_In_ const LDRColorA& a, _In_ const LDRColorA& b)",9,5,5,1,0,0,4,13,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"ErrorMetricAlpha(_In_ const LDRColorA& a, _In_ const LDRColorA& b)",3,3,3,1,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"ErrorMetric(_In_ const LDRColorA& a, _In_ const LDRColorA& b)",2,2,2,1,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,TransformForward(_Inout_updates_all_(BC6H_MAX_REGIONS) INTEndPntPair aEndPts[]),4,4,4,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"TransformInverse(_Inout_updates_all_(BC6H_MAX_REGIONS) INTEndPntPair aEndPts[], _In_ const LDRColorA& Prec, _In_ bool bSigned)",11,11,9,1,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"Norm(_In_ const INTColor& a, _In_ const INTColor& b)",5,5,5,1,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"NBits(_In_ int n, _In_ bool bIsSigned)",17,17,11,6,0,1,0,8,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"OptimizeRGB(_In_reads_(NUM_PIXELS_PER_BLOCK) const HDRColorA* const pPoints, _Out_ HDRColorA* pX, _Out_ HDRColorA* pY, _In_ size_t cSteps, _In_ size_t cPixels, _In_reads_(cPixels) const size_t* pIndex)",185,139,108,28,36,0,10,58,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"OptimizeRGBA(_In_reads_(NUM_PIXELS_PER_BLOCK) const HDRColorA* const pPoints, _Out_ HDRColorA* pX, _Out_ HDRColorA* pY, _In_ size_t cSteps, _In_ size_t cPixels, _In_reads_(cPixels) const size_t* pIndex)",158,120,93,31,27,0,11,65,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"ComputeError(_Inout_ const LDRColorA& pixel, _In_reads_(1 << uIndexPrec) const LDRColorA aPalette[], _In_ uint8_t uIndexPrec, _In_ uint8_t uIndexPrec2, _Out_opt_ size_t* pBestIndex = nullptr, _Out_opt_ size_t* pBestIndex2 = nullptr)",59,56,32,19,3,3,0,18,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,FillWithErrorColors( _Out_writes_(NUM_PIXELS_PER_BLOCK) HDRColorA* pOut ),11,9,4,1,0,0,2,15,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::Decode(bool bSigned, HDRColorA* pOut) const",145,125,87,13,15,0,5,18,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::Encode(bool bSigned, const HDRColorA* const pIn)",41,32,20,6,5,0,4,57,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::Quantize(int iValue, int prec, bool bSigned)",24,23,16,4,1,1,0,8,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::Unquantize(int comp, uint8_t uBitsPerComp, bool bSigned)",32,29,19,7,3,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::FinishUnquantize(int comp, bool bSigned)",9,9,5,3,0,2,0,10,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::EndPointsFit(const EncodeParams* pEP, const INTEndPntPair aEndPts[])",37,33,25,6,4,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::GeneratePaletteQuantized(const EncodeParams* pEP, const INTEndPntPair& endPts, INTColor aPalette[]) const",38,33,23,2,3,0,2,3,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::MapColorsQuantized(const EncodeParams* pEP, const INTColor aColors[], size_t np, const INTEndPntPair &endPts) const",21,19,15,5,2,1,0,6,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::PerturbOne(const EncodeParams* pEP, const INTColor aColors[], size_t np, uint8_t ch, const INTEndPntPair& oldEndPts, INTEndPntPair& newEndPts, float fOldErr, int do_b) const",55,48,30,10,4,0,3,33,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::OptimizeOne(const EncodeParams* pEP, const INTColor aColors[], size_t np, float aOrgErr, const INTEndPntPair &aOrgEndPts, INTEndPntPair &aOptEndPts) const",47,39,28,8,4,5,4,59,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::OptimizeEndPoints(const EncodeParams* pEP, const float aOrgErr[], const INTEndPntPair aOrgEndPts[], INTEndPntPair aOptEndPts[]) const",21,18,12,3,2,0,1,6,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::SwapIndices(const EncodeParams* pEP, INTEndPntPair aEndPts[], size_t aIndices[])",23,19,13,4,3,0,1,12,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::AssignIndices(const EncodeParams* pEP, const INTEndPntPair aEndPts[], size_t aIndices[], float aTotErr[]) const",37,31,23,5,5,1,1,10,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::QuantizeEndPts(const EncodeParams* pEP, INTEndPntPair* aQntEndPts) const",17,16,14,1,1,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::EmitBlock(const EncodeParams* pEP, const INTEndPntPair aEndPts[], const size_t aIndices[])",39,37,29,4,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,D3DX_BC6H::Refine(EncodeParams* pEP),45,38,30,7,5,0,2,25,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::GeneratePaletteUnquantized(const EncodeParams* pEP, size_t uRegion, INTColor aPalette[])",24,22,18,2,2,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC6H::MapColors(const EncodeParams* pEP, size_t uRegion, size_t np, const size_t* auIndex) const",21,19,15,5,2,1,0,6,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,D3DX_BC6H::RoughMSE(EncodeParams* pEP) const,59,50,36,6,8,0,1,3,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,D3DX_BC7::Decode(HDRColorA* pOut) const,204,172,100,26,25,0,7,15,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,D3DX_BC7::Encode(const HDRColorA* const pIn),81,67,43,12,10,0,4,57,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::GeneratePaletteQuantized(const EncodeParams* pEP, size_t uIndexMode, const LDREndPntPair& endPts, LDRColorA aPalette[]) const",25,24,17,4,1,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::PerturbOne(const EncodeParams* pEP, const LDRColorA aColors[], size_t np, size_t uIndexMode, size_t ch, const LDREndPntPair &oldEndPts, LDREndPntPair &newEndPts, float fOldErr, uint8_t do_b) const",35,30,21,6,3,0,2,25,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::Exhaustive(const EncodeParams* pEP, const LDRColorA aColors[], size_t np, size_t uIndexMode, size_t ch, float& fOrgErr, LDREndPntPair& optEndPt) const",66,57,38,9,6,0,3,17,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::OptimizeOne(const EncodeParams* pEP, const LDRColorA aColors[], size_t np, size_t uIndexMode, float fOrgErr, const LDREndPntPair& org, LDREndPntPair& opt) const",61,48,33,10,8,5,5,76,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::OptimizeEndPoints(const EncodeParams* pEP, size_t uShape, size_t uIndexMode, const float afOrgErr[], const LDREndPntPair aOrgEndPts[], LDREndPntPair aOptEndPts[]) const",18,14,10,3,3,0,1,6,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::AssignIndices(const EncodeParams* pEP, size_t uShape, size_t uIndexMode, LDREndPntPair endPts[], size_t aIndices[], size_t aIndices2[], float afTotErr[]) const",76,66,43,13,8,0,2,20,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::EmitBlock(const EncodeParams* pEP, size_t uShape, size_t uRotation, size_t uIndexMode, const LDREndPntPair aEndPts[], const size_t aIndex[], const size_t aIndex2[])",83,78,56,11,5,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::Refine(const EncodeParams* pEP, size_t uShape, size_t uRotation, size_t uIndexMode)",45,40,32,5,5,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::MapColors(const EncodeParams* pEP, const LDRColorA aColors[], size_t np, size_t uIndexMode, const LDREndPntPair& endPts, float fMinErr) const",19,17,13,4,2,1,0,4,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DX_BC7::RoughMSE(EncodeParams* pEP, size_t uShape, size_t uIndexMode)",101,91,63,14,9,0,1,3,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DXDecodeBC6HU(XMVECTOR *pColor, const uint8_t *pBC)",4,4,4,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DXDecodeBC6HS(XMVECTOR *pColor, const uint8_t *pBC)",4,4,4,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DXEncodeBC6HU(uint8_t *pBC, const XMVECTOR *pColor, DWORD flags)",5,5,5,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DXEncodeBC6HS(uint8_t *pBC, const XMVECTOR *pColor, DWORD flags)",5,5,5,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DXDecodeBC7(XMVECTOR *pColor, const uint8_t *pBC)",4,4,4,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\BC6HBC7.cpp,"D3DXEncodeBC7(uint8_t *pBC, const XMVECTOR *pColor, DWORD flags)",5,5,5,0,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,_GetBCFlags( _In_ DWORD compress ),6,6,6,1,0,0,0,0,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,"_CompressBC( _In_ const Image& image, _In_ const Image& result, _In_ DWORD bcflags, _In_ float alphaRef, _In_ bool degenerate )",117,96,58,29,18,0,3,14,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,"_CompressBC_Parallel( _In_ const Image& image, _In_ const Image& result, _In_ DWORD bcflags, _In_ float alphaRef )",89,64,44,15,20,0,5,28,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,_DefaultDecompress( _In_ DXGI_FORMAT format ),43,34,10,9,7,0,2,19,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,"_DecompressBC( _In_ const Image& cImage, _In_ const Image& result )",116,94,62,30,17,0,5,35,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,_IsAlphaAllOpaqueBC( _In_ const Image& cImage ),74,59,37,17,10,0,5,38,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,"Compress( const Image& srcImage, DXGI_FORMAT format, DWORD compress, float alphaRef, ScratchImage& image )",55,42,24,16,10,1,3,21,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,"Compress( const Image* srcImages, size_t nimages, const TexMetadata& metadata, DXGI_FORMAT format, DWORD compress, float alphaRef, ScratchImage& cImages )",87,73,43,27,13,1,1,15,
F:\papter datasets\BC6HBC7 DirectCompute Encoder Tool\C++\DirectXTex\DirectXTexCompress.cpp,"Decompress( const Image& cImage, DXGI_FORMAT format, ScratchImage& image )",35,26,16,12,5,0,4,22,
