File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Direct3DBase.cpp,Direct3DPhoneBase::CreateWindowSizeDependentResources(),27,20,14,4,2,0,5,49,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Direct3DBase.cpp,"Direct3DPhoneBase::UpdateForWindowSizeChange(float width, float height)",3,3,3,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Direct3DBase.cpp,"Direct3DPhoneBase::UpdateDevice(_In_ ID3D11Device1* device, _In_ ID3D11DeviceContext1* context, _In_ ID3D11RenderTargetView* renderTargetView, DisplayOrientations orientation)",37,27,19,2,8,0,2,15,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,Game::Game(),1,1,1,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,Game::~Game(),15,15,9,3,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,Game::CreateWindowSizeDependentResources(),53,31,27,1,10,0,12,22,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,Game::Initialize(),49,33,15,3,8,0,8,30,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,"Game::Update(float timeTotal, float timeDelta)",12,7,5,1,2,0,3,7,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,Game::Render(),70,40,19,4,8,0,22,33,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,Game::ToggleHitEffect(String^ object),11,11,7,3,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,"Game::ChangeMaterialColor(String^ object, float r, float g, float b)",12,12,8,3,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\Game.cpp,"Game::OnHitObject(int x, int y)",33,25,20,4,8,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,GameBase::GameBase(),1,1,1,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,GameBase::CreateDeviceResources(),16,11,11,0,4,0,1,7,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,GameBase::CreateWindowSizeDependentResources(),91,71,28,4,13,2,7,70,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,"GameBase::UpdateForWindowSizeChange(float width, float height)",9,8,5,1,1,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,GameBase::UpdateForWindowSizeChange(),13,11,7,1,2,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,GameBase::Render(),7,4,4,0,0,0,3,6,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,"GameBase::LineSphereHitTest(Mesh* mesh, const XMFLOAT3* p0, const XMFLOAT3* dir, float& outT)",4,4,4,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\GameBase.cpp,"GameBase::LineHitTest(Mesh* mesh, const XMFLOAT3* p0, const XMFLOAT3* dir, const XMFLOAT4X4* objectWorldTransform, float* outT)",39,32,24,5,7,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\DirectXHelper.h,ThrowIfFailed(HRESULT hr),6,5,3,1,0,0,1,11,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\DirectXHelper.h,ReadDataAsync(Platform::String^ filename),20,18,15,4,2,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\VSD3DStarter.h,SafeAddRef(T* pUnk),1,1,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\Shared\VSD3DStarter.h,SafeRelease(T*& pUnk),1,1,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\App.xaml.cpp,App::App(),3,3,3,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\App.xaml.cpp,App::OnLaunched(LaunchActivatedEventArgs^ args),11,8,6,1,2,0,1,13,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\App.xaml.cpp,"App::OnSuspending(Object^ sender, SuspendingEventArgs^ args)",5,4,4,0,1,2,0,4,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,DirectXPage::DirectXPage(),36,26,18,0,10,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,"DirectXPage::OnWindowSizeChanged(CoreWindow^ sender, WindowSizeChangedEventArgs^ args)",2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,DirectXPage::OnLogicalDpiChanged(Object^ sender),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,DirectXPage::OnOrientationChanged(Object^ sender),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,DirectXPage::OnDisplayContentsInvalidated(Object^ sender),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,"DirectXPage::OnRendering(Object^ sender, Object^ args)",5,5,5,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,"DirectXPage::OnPreviousColorPressed(Object^ sender, RoutedEventArgs^ args)",6,5,4,1,1,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,"DirectXPage::OnNextColorPressed(Object^ sender, RoutedEventArgs^ args)",6,5,4,1,1,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,DirectXPage::SaveInternalState(IPropertySet^ state),1,1,1,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,DirectXPage::LoadInternalState(IPropertySet^ state),1,1,1,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,"DirectXPage::OnTapped(Platform::Object^ sender, Windows::UI::Xaml::Input::TappedRoutedEventArgs^ e)",28,27,15,2,1,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\DirectXPage.xaml.cpp,"DirectXPage::ChangeObjectColor(String^ objectName, int colorIndex)",4,3,3,0,1,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::OtherProviders::get(),6,6,4,2,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CheckOtherMetadataProvidersForName(::Platform::String^ typeName),10,10,6,4,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CheckOtherMetadataProvidersForType(::Windows::UI::Xaml::Interop::TypeName t),10,10,6,4,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CreateXamlType(::Platform::String^ typeName),24,21,13,8,3,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CreateXamlMember(::Platform::String^ longMemberName),4,3,3,1,0,1,1,5,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::GetXamlTypeByType(::Windows::UI::Xaml::Interop::TypeName type),8,7,5,2,1,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::GetXamlTypeByName(::Platform::String^ typeName),30,26,16,8,4,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::GetMemberByLongName(::Platform::String^ longMemberName),19,16,10,6,3,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::XamlSystemBaseType(::Platform::String^ name),1,1,1,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::BaseType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::ContentProperty::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::FullName::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::Name::get(),7,7,5,3,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsArray::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsCollection::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsConstructible::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsDictionary::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsMarkupExtension::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsEnum::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsSystemType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsBindable::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::ItemType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::KeyType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::Windows::UI::Xaml::Interop::TypeName (::XamlTypeInfo::InfoProvider::XamlSystemBaseType::UnderlyingType::get)(),7,5,5,1,2,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::ActivateInstance(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::GetMember(::Platform::String^),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlSystemBaseType::AddToVector(::Platform::Object^, ::Platform::Object^)",2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlSystemBaseType::AddToMap(::Platform::Object^, ::Platform::Object^, ::Platform::Object^)",2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::RunInitializer(),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::CreateFromString(::Platform::String^),2,2,2,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlUserType::XamlUserType(::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider^ provider, ::Platform::String^ fullName, ::Windows::UI::Xaml::Markup::IXamlType^ baseType)",1,1,1,0,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::FullName::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::Name::get(),7,7,5,3,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::Windows::UI::Xaml::Interop::TypeName (::XamlTypeInfo::InfoProvider::XamlUserType::UnderlyingType::get)(),7,5,5,1,2,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsSystemType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::BaseType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsArray::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsCollection::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsConstructible::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsDictionary::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsMarkupExtension::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsEnum::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsBindable::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::ContentProperty::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::ItemType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::KeyType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\Visual Studio 3D Starter Kit (Windows 8.0)\C++\StarterKit\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::GetMember(::Platform::String^ name),7,7,5,3,0,0,0,0,
