File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\lshw-master\src\core\cdrom.cc,scan_cdrom(hwNode & n),74,65,41,20,9,0,0,0,
F:\benchmark\lshw-master\src\core\cpufreq.cc,get_long(const string & path),12,10,7,3,2,0,0,0,
F:\benchmark\lshw-master\src\core\cpufreq.cc,cpubusinfo(int cpu),6,4,4,1,2,0,0,0,
F:\benchmark\lshw-master\src\core\cpufreq.cc,scan_cpufreq(hwNode & node),27,21,17,5,3,0,3,6,
F:\benchmark\lshw-master\src\core\cpuid.cc,"getcache(hwNode & node, int n = 0)",20,15,10,7,4,0,1,11,
F:\benchmark\lshw-master\src\core\cpuid.cc,"getcpu(hwNode & node, int n = 0)",30,22,16,8,8,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,"cpuid(int cpunumber, unsigned long idx, unsigned long &eax, unsigned long &ebx, unsigned long &ecx, unsigned long &edx)",22,21,16,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,"decode_intel_tlb(int x, long long &l1cache, long long &l2cache)",132,97,59,37,0,0,35,333,
F:\benchmark\lshw-master\src\core\cpuid.cc,"dointel(unsigned long maxi, hwNode * cpu, int cpunumber = 0)",156,128,86,20,24,0,4,10,
F:\benchmark\lshw-master\src\core\cpuid.cc,"doamd(unsigned long maxi, hwNode * cpu, int cpunumber = 0)",67,53,37,9,14,2,0,4,
F:\benchmark\lshw-master\src\core\cpuid.cc,"docyrix(unsigned long maxi, hwNode * cpu, int cpunumber = 0)",16,13,12,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,flag_is_changeable_p(unsigned int flag),12,12,4,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,haveCPUID(),2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,rdtsc(),4,4,4,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,"estimate_MHz(int cpunum, long sleeptime = 250000)",39,23,20,3,7,3,9,44,
F:\benchmark\lshw-master\src\core\cpuid.cc,"average_MHz(int cpunum, int tries = 2)",10,8,5,4,2,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,round_MHz(float fMHz),7,6,4,3,1,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,scan_cpuid(hwNode & n),37,31,21,10,6,5,0,20,
F:\benchmark\lshw-master\src\core\cpuid.cc,scan_cpuid(hwNode & n),80,74,44,23,6,0,0,0,
F:\benchmark\lshw-master\src\core\cpuid.cc,scan_cpuid(hwNode & n),2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"getcpu(hwNode & node, int n = 0)",30,24,18,6,6,2,0,9,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_ppc(hwNode & node, string id, string value)",22,19,12,5,3,0,0,0,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_s390x(hwNode & node, string id, string value)",45,38,27,7,4,0,3,14,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_arm(hwNode & node, string id, string value)",54,47,37,6,2,0,5,7,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_aarch64(hwNode & node, string id, string value)",54,43,27,10,4,0,7,53,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_ia64(hwNode & node, string id, string value)",47,36,22,9,11,0,0,0,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_hppa(hwNode & node, string id, string value)",29,24,14,8,5,0,0,0,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_alpha(hwNode & node, string id, string value)",53,44,25,15,9,0,0,0,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,"cpuinfo_x86(hwNode & node, string id, string value)",139,109,82,24,14,0,16,48,
F:\benchmark\lshw-master\src\core\cpuinfo.cc,scan_cpuinfo(hwNode & n),83,70,40,10,13,1,0,2,
F:\benchmark\lshw-master\src\core\dasd.cc,scan_dasd(hwNode & n),63,46,35,7,9,0,8,37,
F:\benchmark\lshw-master\src\core\db.cc,database::database(const std::string & filename),6,5,3,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,database::database(const database & db),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,database::~database(),6,6,4,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,database::execute(const string & sql),6,6,4,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::value(const std::string & s),8,7,5,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::value(const char * s),8,7,5,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::value(long long l),8,7,5,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::value(double d),8,7,5,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::value(),2,2,2,0,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::value(const value & v),4,3,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::~value(),6,6,4,2,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::operator =(const value & v),14,10,8,5,4,1,0,1,
F:\benchmark\lshw-master\src\core\db.cc,value::getType() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::asText() const,14,12,6,3,2,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::asInteger() const,11,10,5,3,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::asReal() const,12,10,5,3,2,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,value::print(std::ostream & out) const,25,23,14,8,2,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,"statement::statement(database & db, const std::string & s)",12,9,6,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::~statement(),8,7,4,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::prepare(const std::string & s),14,12,6,4,2,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,"statement::bind(int index, const value & v)",32,31,16,12,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::step(),10,7,6,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::execute(),2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::reset(),5,4,3,1,1,1,0,3,
F:\benchmark\lshw-master\src\core\db.cc,statement::columns() const,5,4,3,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::column(unsigned int i) const,17,16,7,6,1,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::column(const string & name) const,9,7,4,5,2,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::operator[](unsigned int i) const,2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\db.cc,statement::operator[](const string & i) const,2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,get_u32(const string & path),13,10,7,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,"read_int(FILE *f, size_t length = 4)",10,10,7,4,0,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,get_reg_property(const string & node),26,22,17,10,4,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,"get_strings(const string & path, unsigned int offset = 0)",36,29,19,6,7,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,scan_devtree_root(hwNode & core),2,2,2,0,0,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,scan_devtree_bootrom(hwNode & core),46,36,23,5,8,0,2,4,
F:\benchmark\lshw-master\src\core\device-tree.cc,cpubusinfo(int cpu),6,4,4,1,2,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,scan_devtree_cpu(hwNode & core),112,94,63,17,18,2,0,8,
F:\benchmark\lshw-master\src\core\device-tree.cc,"add_memory_bank(string name, string path, hwNode & core)",50,40,27,10,10,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,scan_devtree_memory_powernv(hwNode & core),19,15,12,2,4,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,scan_devtree_memory(hwNode & core),164,144,98,26,18,5,2,26,
F:\benchmark\lshw-master\src\core\device-tree.cc,get_apple_model(hwNode & n),14,12,8,5,2,0,0,0,
F:\benchmark\lshw-master\src\core\device-tree.cc,fix_serial_number(hwNode & n),6,4,4,1,2,1,0,3,
F:\benchmark\lshw-master\src\core\device-tree.cc,scan_device_tree(hwNode & n),49,43,31,8,6,0,0,0,
F:\benchmark\lshw-master\src\core\disk.cc,scan_disk(hwNode & n),50,40,24,14,10,0,0,0,
F:\benchmark\lshw-master\src\core\display.cc,scan_display(hwNode & n),10,8,5,3,2,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_hardware_security_status(u8 code),10,9,4,1,1,3,0,6,
F:\benchmark\lshw-master\src\core\dmi.cc,"checksum(const u8 *buf, size_t len)",7,6,5,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_battery_voltage(u16 code),6,5,5,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_battery_capacity(u16 code, u8 multiplier)",2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_battery_chemistry(u8 code),16,15,5,3,1,2,0,4,
F:\benchmark\lshw-master\src\core\dmi.cc,cpubusinfo(int cpu),6,4,4,1,2,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_uuid(const u8 * p),21,16,9,7,5,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_bootinfo(u8 code),17,17,5,3,0,2,0,4,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_string(struct dmi_header *dm, u8 s)",13,12,9,4,1,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_decode_ram(u16 data),23,21,12,10,2,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_board_type(u8 data),22,22,5,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_bios_features(u32 data1, u32 data2, hwNode & bios)",60,59,30,29,1,29,0,62,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_bios_features_ext(const u8 * data, int len, hwNode & bios)",33,30,15,14,3,10,0,22,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_cache_size(u16 n),5,5,3,3,0,2,0,10,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_cache_sramtype(u16 c, hwNode & n)",17,12,7,5,1,0,4,18,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_cache_describe(hwNode & n, u16 config, u16 sramtype = 0, u8 cachetype = 0)",46,41,27,11,5,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_memory_array_location(u8 num),28,28,8,5,0,4,0,14,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_memory_device_form_factor(u8 num),23,23,5,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_memory_device_type(u8 num),38,38,5,3,0,6,0,12,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_memory_device_detail(u16 v),31,29,16,14,2,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_chassis(u8 code, hwNode & n)",49,47,8,4,2,5,0,10,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_processor_family(uint16_t code),278,276,16,3,2,29,0,58,
F:\benchmark\lshw-master\src\core\dmi.cc,dmi_handle(u16 handle),5,4,4,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,"dmi_table(const u8 *buf, int len, hwNode & node, int dmiversionmaj, int dmiversionmin)",795,660,402,149,49,9,86,337,
F:\benchmark\lshw-master\src\core\dmi.cc,"smbios_entry_point(const u8 *buf, size_t len, hwNode & n, u16 & dmimaj, u16 & dmimin, uint32_t & table_len, uint64_t & table_base)",50,44,21,4,4,0,2,11,
F:\benchmark\lshw-master\src\core\dmi.cc,scan_dmi_sysfs(hwNode & n),31,27,20,9,4,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,get_efi_systab_smbios(),18,14,9,4,4,0,0,0,
F:\benchmark\lshw-master\src\core\dmi.cc,scan_dmi_devmem(hwNode & n),61,56,41,14,5,2,0,17,
F:\benchmark\lshw-master\src\core\dmi.cc,scan_dmi(hwNode & n),8,8,4,5,0,0,0,0,
F:\benchmark\lshw-master\src\core\dump.cc,createtables(database & db),44,37,34,2,7,0,0,0,
F:\benchmark\lshw-master\src\core\dump.cc,"dump(hwNode & n, database & db, const string & path, bool recurse)",112,102,86,25,10,0,0,0,
F:\benchmark\lshw-master\src\core\fat.cc,"get_attr_volume_id(struct vfat_dir_entry *dir, int count)",26,16,10,9,6,0,4,16,
F:\benchmark\lshw-master\src\core\fat.cc,"scan_fat(hwNode & n, source & id)",164,104,75,30,34,0,26,137,
F:\benchmark\lshw-master\src\core\fb.cc,lookup_dev(const char *name),19,18,11,9,1,0,0,0,
F:\benchmark\lshw-master\src\core\fb.cc,open_dev(dev_t dev),21,20,13,5,1,0,0,0,
F:\benchmark\lshw-master\src\core\fb.cc,scan_fb(hwNode & n),122,105,66,23,17,2,0,10,
F:\benchmark\lshw-master\src\core\heuristics.cc,guessBusInfo(const string & info),43,33,18,13,6,2,4,15,
F:\benchmark\lshw-master\src\core\heuristics.cc,guessParentBusInfo(const hwNode & child),20,16,12,5,4,0,0,0,
F:\benchmark\lshw-master\src\core\heuristics.cc,"guessParent(const hwNode & child, hwNode & base)",2,2,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\heuristics.cc,guessVendor(hwNode & device),23,17,11,6,6,0,0,0,
F:\benchmark\lshw-master\src\core\heuristics.cc,parsehex(const string & s),22,18,13,5,4,0,0,0,
F:\benchmark\lshw-master\src\core\heuristics.cc,guessProduct(hwNode & device),9,6,5,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hw::strip(const string & s),22,17,11,6,5,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hw::asString(long n),5,4,4,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,cleanupId(const string & id),11,9,6,3,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::hwNode(const string & id, hwClass c, const string & vendor, const string & product, const string & version)",24,22,21,1,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::hwNode(const hwNode & o),9,7,5,2,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::~hwNode(),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::operator =(const hwNode & o),16,12,8,7,4,1,0,1,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getClass() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getClassName() const,62,45,22,21,17,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setClass(hwClass c),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::enabled() const,5,4,3,3,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::disabled() const,5,4,3,3,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::enable(),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::disable(),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::claimed() const,15,12,7,8,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::claim(bool claimchildren),11,8,5,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::unclaim(),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getId() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setId(const string & id),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setHandle(const string & handle),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getHandle() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getDescription() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setDescription(const string & description),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getVendor() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setVendor(const string & vendor),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getProduct() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setProduct(const string & product),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getVersion() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setVersion(const string & version),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getDate() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setDate(const string & s),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getSerial() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setSerial(const string & serial),6,5,3,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getSlot() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setSlot(const string & slot),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getStart() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setStart(unsigned long long start),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getSize() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setSize(unsigned long long size),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getCapacity() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setCapacity(unsigned long long capacity),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getClock() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setClock(unsigned long long clock),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::countChildren(hw::hwClass c) const,14,10,6,7,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getChild(unsigned int i),8,7,4,5,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getChildByPhysId(const string & physid),11,9,5,6,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getChildByPhysId(long physid),14,11,7,6,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getChild(const string & id),24,21,12,10,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::findChild(bool(*matchfunction) (const hwNode &)),16,12,7,8,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::findChildByHandle(const string & handle),16,12,7,8,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::findChildByLogicalName(const string & name),19,14,8,9,5,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::findChildByBusInfo(const string & businfo),19,14,8,10,5,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::findChildByResource(const hw::resource & r),16,12,7,8,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"generateId(const string & radical, int count)",6,4,4,1,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::addChild(const hwNode & node),44,31,19,13,9,3,4,46,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::attractHandle(const string & handle),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::attractsHandle(const string & handle) const,14,11,6,9,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::attractsNode(const hwNode & node) const,5,4,3,3,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::isCapable(const string & feature) const,11,8,5,6,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::addCapability(const string & feature, const string & description)",27,23,13,6,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::describeCapability(const string & feature, const string & description)",8,6,4,2,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getCapabilities() const,10,7,5,4,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getCapabilitiesList() const,10,7,5,4,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getCapabilityDescription(const string & feature) const,14,10,6,7,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::setConfig(const string & key, const string & value)",7,6,4,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::setConfig(const string & key, unsigned long long value)",5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getConfig(const string & key) const,8,6,4,5,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getConfigKeys() const,11,8,6,4,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getConfigValues(const string & separator) const,11,8,6,4,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getLogicalName() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getLogicalNames() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setLogicalName(const string & name),18,16,8,5,2,1,0,8,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getDev() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setDev(const string & s),15,13,11,6,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getBusInfo() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setBusInfo(const string & businfo),8,8,4,2,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getPhysId() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setPhysId(long physid),8,7,5,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::setPhysId(unsigned physid1, unsigned physid2)",11,10,6,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::setPhysId(unsigned physid1, unsigned physid2, unsigned physid3)",8,7,5,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setPhysId(const string & physid),8,7,4,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::assignPhysIds(),21,16,9,5,5,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::fixInconsistencies(),15,11,7,4,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::merge(const hwNode & node),56,52,28,23,4,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::addResource(const resource & r),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::usesResource(const resource & r) const,9,7,4,6,2,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getResources(const string & separator) const,11,8,6,4,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::setWidth(unsigned int width),3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getWidth() const,5,5,3,3,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"hwNode::addHint(const string & id, const value & v)",3,3,2,1,0,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getHint(const string & id) const,5,4,3,3,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::getHints() const,11,8,6,4,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::asJSON(unsigned level),278,243,165,46,35,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::asXML(unsigned level),315,274,180,45,41,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,hwNode::asString(),33,30,15,11,3,1,0,8,
F:\benchmark\lshw-master\src\core\hw.cc,resource::resource(),9,8,6,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,resource::~resource(),11,10,6,2,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,resource::resource(const resource & r),5,4,3,1,1,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,resource::operator =(const resource & r),23,18,11,8,5,2,0,8,
F:\benchmark\lshw-master\src\core\hw.cc,"resource::iomem(unsigned long long start, unsigned long long end)",11,8,7,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"resource::ioport(unsigned long start, unsigned long end)",11,8,7,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,"resource::mem(unsigned long long start, unsigned long long end, bool prefetchable)",12,9,8,3,3,0,0,0,
F:\benchmark\lshw-master\src\core\hw.cc,resource::irq(unsigned int value),10,7,6,3,3,0,0,0,
