File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::GoForward(Object^ sender, RoutedEventArgs^ e)",9,7,5,1,1,2,1,14,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::CoreDispatcher_AcceleratorKeyActivated(CoreDispatcher^ sender, AcceleratorKeyEventArgs^ args)",33,27,16,2,2,0,4,35,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::CoreWindow_PointerPressed(CoreWindow^ sender, PointerEventArgs^ args)",16,12,9,4,2,0,2,21,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::StartLayoutUpdates(Object^ sender, RoutedEventArgs^ e)",17,11,9,1,3,1,3,39,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::WindowSizeChanged(Object^ sender, Windows::UI::Core::WindowSizeChangedEventArgs^ e)",5,4,4,0,1,2,0,4,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::StopLayoutUpdates(Object^ sender, RoutedEventArgs^ e)",17,14,10,2,1,1,2,22,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,LayoutAwarePage::DetermineVisualState(double width),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,LayoutAwarePage::InvalidateVisualState(),12,12,8,2,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,LayoutAwarePage::OnNavigatedTo(NavigationEventArgs^ e),30,20,14,3,3,0,7,59,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,LayoutAwarePage::OnNavigatedFrom(NavigationEventArgs^ e),5,5,5,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::LoadState(Object^ navigationParameter, IMap<String^, Object^>^ pageState)",1,1,1,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\LayoutAwarePage.cpp,"LayoutAwarePage::SaveState(IMap<String^, Object^>^ pageState)",1,1,1,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::SessionState::get(void),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,"SuspensionManager::RegisterFrame(Frame^ frame, String^ sessionStateKey)",18,12,8,2,3,0,3,33,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::UnregisterFrame(Frame^ frame),13,11,7,2,0,0,2,28,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::SessionStateForFrame(Frame^ frame),23,20,12,4,1,0,2,14,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::RestoreFrameNavigationState(Frame^ frame),6,6,4,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::SaveFrameNavigationState(Frame^ frame),3,3,3,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::SaveAsync(void),32,25,17,6,2,1,5,39,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,SuspensionManager::RestoreAsync(void),36,32,24,7,2,1,2,14,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,"WriteString(DataWriter^ writer, String^ string)",4,4,4,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,"WriteProperty(DataWriter^ writer, IPropertyValue^ propertyValue)",57,57,41,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,"WriteStringToObjectMap(DataWriter^ writer, IMap<String^, Object^>^ map)",9,9,7,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,"WriteObject(DataWriter^ writer, Object^ object)",22,19,13,3,3,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,ReadString(DataReader^ reader),4,4,4,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,ReadStringToObjectMap(DataReader^ reader),14,14,10,3,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\common\suspensionmanager.cpp,ReadObject(DataReader^ reader),37,37,19,16,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::OtherProviders::get(),6,6,4,2,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CheckOtherMetadataProvidersForName(::Platform::String^ typeName),15,15,9,5,0,1,0,10,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CheckOtherMetadataProvidersForType(::Windows::UI::Xaml::Interop::TypeName t),15,15,9,5,0,1,0,10,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CreateXamlType(::Platform::String^ typeName),86,77,51,22,9,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::CreateXamlMember(::Platform::String^ longMemberName),22,20,14,4,2,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::GetXamlTypeByType(::Windows::UI::Xaml::Interop::TypeName type),15,15,9,4,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::GetXamlTypeByName(::Platform::String^ typeName),38,34,20,10,4,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider::GetMemberByLongName(::Platform::String^ longMemberName),19,16,10,6,3,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::XamlSystemBaseType(::Platform::String^ name),1,1,1,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::BaseType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::ContentProperty::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::FullName::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::Name::get(),7,7,5,3,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsArray::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsCollection::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsConstructible::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsDictionary::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsMarkupExtension::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsEnum::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsSystemType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::IsBindable::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::ItemType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::KeyType::get(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::Windows::UI::Xaml::Interop::TypeName (::XamlTypeInfo::InfoProvider::XamlSystemBaseType::UnderlyingType::get)(),7,5,5,1,2,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::ActivateInstance(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::GetMember(::Platform::String^),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlSystemBaseType::AddToVector(::Platform::Object^, ::Platform::Object^)",2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlSystemBaseType::AddToMap(::Platform::Object^, ::Platform::Object^, ::Platform::Object^)",2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::RunInitializer(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlSystemBaseType::CreateFromString(::Platform::String^),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlUserType::XamlUserType(::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider^ provider, ::Platform::String^ fullName, ::Windows::UI::Xaml::Markup::IXamlType^ baseType)",1,1,1,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::FullName::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::Name::get(),7,7,5,3,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::Windows::UI::Xaml::Interop::TypeName (::XamlTypeInfo::InfoProvider::XamlUserType::UnderlyingType::get)(),7,5,5,1,2,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsSystemType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::BaseType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsArray::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsCollection::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsConstructible::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsDictionary::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsMarkupExtension::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsEnum::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsBindable::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsReturnTypeStub::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::IsLocalType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::ContentProperty::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::ItemType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::KeyType::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::GetMember(::Platform::String^ name),7,7,5,3,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::ActivateInstance(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlUserType::AddToMap(::Platform::Object^ instance, ::Platform::Object^ key, ::Platform::Object^ item)",2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlUserType::AddToVector(::Platform::Object^ instance, ::Platform::Object^ item)",2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::RunInitializer(),2,1,1,0,0,0,1,14,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::CreateFromString(::Platform::String^ input),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetContentPropertyName(::Platform::String^ contentPropertyName),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetIsArray(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetIsMarkupExtension(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetIsEnum(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetIsBindable(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetIsReturnTypeStub(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetIsLocalType(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetItemTypeName(::Platform::String^ itemTypeName),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::SetKeyTypeName(::Platform::String^ keyTypeName),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlUserType::AddMemberName(::Platform::String^ shortName),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlUserType::AddEnumValue(::Platform::String^ name, ::Platform::Object^ value)",2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::default::uint32 (::XamlTypeInfo::InfoProvider::XamlUserType::CreateEnumUIntFromString)(::Platform::String^ input),43,37,23,6,6,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,"::XamlTypeInfo::InfoProvider::XamlMember::XamlMember(::XamlTypeInfo::InfoProvider::XamlTypeInfoProvider^ provider, ::Platform::String^ name, ::Platform::String^ typeName)",1,1,1,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::SetIsAttachable(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::IsAttachable::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::SetIsDependencyProperty(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::IsDependencyProperty::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::SetIsReadOnly(),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::IsReadOnly::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::Name::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::Type::get(),2,2,2,1,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::SetTargetTypeName(::Platform::String^ targetTypeName),2,2,2,0,0,0,0,0,
F:\papter datasets\CameraCaptureUI Sample\C++\Generated Files\XamlTypeInfo.Impl.g.cpp,::XamlTypeInfo::InfoProvider::XamlMember::TargetType::get(),2,2,2,1,0,0,0,0,
