File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,GetAlphaMode( _In_ const DDS_HEADER* header ),24,23,10,7,1,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromMemory( ID3D11Device* d3dDevice, const uint8_t* ddsData, size_t ddsDataSize, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, size_t maxsize, DDS_ALPHA_MODE* alphaMode )",4,4,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromMemory( ID3D11Device* d3dDevice, ID3D11DeviceContext* d3dContext, const uint8_t* ddsData, size_t ddsDataSize, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, size_t maxsize, DDS_ALPHA_MODE* alphaMode )",4,4,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromMemoryEx( ID3D11Device* d3dDevice, const uint8_t* ddsData, size_t ddsDataSize, size_t maxsize, D3D11_USAGE usage, unsigned int bindFlags, unsigned int cpuAccessFlags, unsigned int miscFlags, bool forceSRGB, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, DDS_ALPHA_MODE* alphaMode )",4,4,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromMemoryEx( ID3D11Device* d3dDevice, ID3D11DeviceContext* d3dContext, const uint8_t* ddsData, size_t ddsDataSize, size_t maxsize, D3D11_USAGE usage, unsigned int bindFlags, unsigned int cpuAccessFlags, unsigned int miscFlags, bool forceSRGB, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, DDS_ALPHA_MODE* alphaMode )",79,63,31,19,12,0,4,25
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromFile( ID3D11Device* d3dDevice, const wchar_t* fileName, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, size_t maxsize, DDS_ALPHA_MODE* alphaMode )",4,4,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromFile( ID3D11Device* d3dDevice, ID3D11DeviceContext* d3dContext, const wchar_t* fileName, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, size_t maxsize, DDS_ALPHA_MODE* alphaMode )",4,4,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromFileEx( ID3D11Device* d3dDevice, const wchar_t* fileName, size_t maxsize, D3D11_USAGE usage, unsigned int bindFlags, unsigned int cpuAccessFlags, unsigned int miscFlags, bool forceSRGB, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, DDS_ALPHA_MODE* alphaMode )",4,4,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DDSTextureLoader.cpp,"DirectX::CreateDDSTextureFromFileEx( ID3D11Device* d3dDevice, ID3D11DeviceContext* d3dContext, const wchar_t* fileName, size_t maxsize, D3D11_USAGE usage, unsigned int bindFlags, unsigned int cpuAccessFlags, unsigned int miscFlags, bool forceSRGB, ID3D11Resource** texture, ID3D11ShaderResourceView** textureView, DDS_ALPHA_MODE* alphaMode )",91,82,33,15,9,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\dxerr.cpp,DXGetErrorStringW( _In_ HRESULT hr ),3208,3049,3,2,14,0,145,176
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\dxerr.cpp,"DXGetErrorDescriptionW( _In_ HRESULT hr, _Out_cap_(count) WCHAR* desc, _In_ size_t count )",305,247,10,4,17,2,41,122
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\dxerr.cpp,"DXTraceW( _In_z_ const WCHAR* strFile, _In_ DWORD dwLine, _In_ HRESULT hr, _In_opt_ const WCHAR* strMsg, _In_ bool bPopMsgBox )",46,37,27,7,9,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCreateState(),8,8,5,4,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTDestroyState(),2,2,2,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,GetDXUTState(),7,5,5,1,0,0,2,32
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetBackBufferWidthFromDS( _In_ DXUTDeviceSettings* pNewDeviceSettings ),2,2,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetBackBufferHeightFromDS( _In_ DXUTDeviceSettings* pNewDeviceSettings ),2,2,2,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetIsWindowedFromDS( _In_ DXUTDeviceSettings* pNewDeviceSettings ),5,4,3,3,1,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetMSAASwapChainCreated(),5,5,4,3,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11DeviceFeatureLevel(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetDXGISwapChain(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11RenderTargetView(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11DepthStencilView(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetDXGIBackBufferSurfaceDesc(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetHINSTANCE(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetHWND(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetHWNDFocus(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetHWNDDeviceFullScreen(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetHWNDDeviceWindowed(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetWindowClientRect(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetWindowWidth(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetWindowHeight(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetWindowClientRectAtModeChange(),1,1,2,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetFullsceenClientRectAtModeChange(),1,1,2,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetTime(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetElapsedTime(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetFPS(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetWindowTitle(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetDeviceStats(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTIsRenderingPaused(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTIsTimePaused(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTIsActive(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetExitCode(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetShowMsgBoxOnError(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetAutomation(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTIsWindowed(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTIsInGammaCorrectMode(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetDXGIFactory(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11Device(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11DeviceContext(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11Device1(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11DeviceContext1(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11Device2(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetD3D11DeviceContext2(),1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackDeviceChanging( _In_ LPDXUTCALLBACKMODIFYDEVICESETTINGS pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackDeviceRemoved( _In_ LPDXUTCALLBACKDEVICEREMOVED pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackFrameMove( _In_ LPDXUTCALLBACKFRAMEMOVE pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackKeyboard( _In_ LPDXUTCALLBACKKEYBOARD pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackMouse( _In_ LPDXUTCALLBACKMOUSE pCallback, bool bIncludeMouseMove, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackMsgProc( _In_ LPDXUTCALLBACKMSGPROC pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackD3D11DeviceAcceptable( _In_ LPDXUTCALLBACKISD3D11DEVICEACCEPTABLE pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackD3D11DeviceCreated( _In_ LPDXUTCALLBACKD3D11DEVICECREATED pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackD3D11SwapChainResized( _In_ LPDXUTCALLBACKD3D11SWAPCHAINRESIZED pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackD3D11FrameRender( _In_ LPDXUTCALLBACKD3D11FRAMERENDER pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackD3D11SwapChainReleasing( _In_ LPDXUTCALLBACKD3D11SWAPCHAINRELEASING pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetCallbackD3D11DeviceDestroyed( _In_ LPDXUTCALLBACKD3D11DEVICEDESTROYED pCallback, _In_opt_ void* pUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTGetCallbackD3D11DeviceAcceptable( _In_ LPDXUTCALLBACKISD3D11DEVICEACCEPTABLE* ppCallback, _Outptr_ void** ppUserContext )",1,1,1,0,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTInit( bool bParseCommandLine, bool bShowMsgBoxOnError, WCHAR* strExtraCommandLineParams, bool bThreadSafeDXUT )",41,27,24,8,11,0,3,25
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTParseCommandLine(WCHAR* strCommandLine, bool bIgnoreFirstCommand )",202,179,113,35,21,0,2,5
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTIsNextArg( WCHAR*& strCmdLine, const WCHAR* strArg )",13,11,7,3,2,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTGetCmdParam( WCHAR*& strCmdLine, WCHAR* strFlag, int cchDest )",26,21,15,4,3,1,2,12
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTCreateWindow( const WCHAR* strWindowTitle, HINSTANCE hInstance, HICON hIcon, HMENU hMenu, int x, int y )",96,71,50,21,16,1,9,86
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetWindow( HWND hWndFocus, HWND hWndDeviceFullScreen, HWND hWndDeviceWindowed, bool bHandleMessages )",53,33,24,13,10,0,10,90
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTStaticWndProc( HWND hWnd, UINT uMsg, WPARAM wParam, LPARAM lParam )",394,293,166,62,45,7,56,526
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTMainLoop( _In_opt_ HACCEL hAccel ),80,57,33,18,12,1,11,115
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTCreateDevice(D3D_FEATURE_LEVEL reqFL, bool bWindowed, int nSuggestedWidth, int nSuggestedHeight)",82,59,35,14,12,0,11,112
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTCreateDeviceFromSettings( DXUTDeviceSettings* pDeviceSettings, bool bClipWindowToSingleAdapter )",38,22,16,10,8,0,8,76
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTChangeDevice( DXUTDeviceSettings* pNewDeviceSettings, bool bClipWindowToSingleAdapter )",379,260,171,47,51,7,68,731
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTDelayLoadDXGI(),18,14,9,6,3,0,1,5
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTUpdateDeviceSettingsWithOverrides( _Inout_ DXUTDeviceSettings* pDeviceSettings ),55,46,24,10,8,0,1,7
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTSetupD3D11Views( _In_ ID3D11DeviceContext* pd3dDeviceContext ),19,14,14,1,3,0,2,11
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTCreateD3D11Views( ID3D11Device* pd3dDevice, ID3D11DeviceContext* pd3dImmediateContext, DXUTDeviceSettings* pDeviceSettings )",65,55,46,13,6,0,4,20
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCreate3DEnvironment11(),296,252,152,45,29,12,15,156
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTReset3DEnvironment11(),83,55,36,7,10,0,18,190
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTRender3DEnvironment(),167,124,74,22,21,2,22,201
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCleanup3DEnvironment( _In_ bool bReleaseSettings ),144,111,79,13,21,0,12,89
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTLowLevelKeyboardProc( int nCode, WPARAM wParam, LPARAM lParam )",21,19,10,7,2,1,0,4
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetShortcutKeySettings( bool bAllowWhenFullscreen, bool bAllowWhenWindowed )",12,10,6,2,1,0,1,11
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTAllowShortcutKeys( _In_ bool bAllowKeys ),65,46,31,6,10,0,9,77
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTPause( bool bPauseTime, bool bPauseRendering )",28,23,17,5,3,0,2,8
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTSetTimer( LPDXUTCALLBACKTIMER pCallbackTimer, float fTimeoutInSecs, UINT* pnIDEvent, void* pCallbackUserContext )",28,23,18,7,5,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTKillTimer( _In_ UINT nIDEvent ),23,19,13,8,4,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTHandleTimers(),26,20,13,4,3,0,3,21
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTDisplayErrorMessage( _In_ HRESULT hr ),42,37,26,6,4,1,1,18
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTMapButtonToArrayIndex( _In_ BYTE vButton ),19,18,8,7,1,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTToggleFullScreen(),50,39,26,7,7,0,4,36
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTToggleWARP(),41,29,17,7,6,0,6,60
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTToggleREF(),45,33,19,7,6,0,6,60
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCheckForDXGIFullScreenSwitch(),27,24,17,3,3,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTResizeDXGIBuffers( UINT Width, UINT Height, BOOL bFullScreen )",112,79,59,8,17,0,16,117
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCheckForDXGIBufferChange(),21,15,9,2,3,0,3,12
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCheckForWindowSizeChange(),7,4,3,1,2,0,1,6
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTCheckForWindowChangingMonitors(),43,34,21,6,3,0,6,67
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetMonitorFromAdapter( _In_ DXUTDeviceSettings* pDeviceSettings ),9,9,7,3,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTGetAdapterOrdinalFromMonitor( HMONITOR hMonitor, UINT* pAdapterOrdinal )",27,22,15,5,2,0,3,21
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,"DXUTGetOutputOrdinalFromMonitor( HMONITOR hMonitor, UINT* pOutputOrdinal )",28,23,16,6,3,0,2,13
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTHandleDeviceRemoved(),28,18,12,6,5,0,5,53
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTUpdateBackBufferDesc(),19,19,17,1,0,0,0,0
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTSetupCursor(),13,11,7,1,0,0,2,10
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTUpdateStaticFrameStats(),30,24,14,4,5,0,1,1
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTUpdateFrameStats(),22,17,14,2,3,0,2,13
F:\papter datasets\Dynamic Shader Linkage Win32 Sample\C++\DXUT\Core\DXUT.cpp,DXUTGetFrameStats( _In_ bool bShowFPS ),5,5,5,1,0,0,0,0
