File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ConvertToLongName(const UString &prefix, UString &name)",6,6,4,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ConvertToLongNames(const UString &prefix, CObjectVector<NWildcard::CItem> &items)",8,8,5,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ConvertToLongNames(const UString &prefix, NWildcard::CCensorNode &node)",28,27,17,5,0,0,1,5
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,ConvertToLongNames(NWildcard::CCensor &censor),6,6,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,GetUpdatePairActionType(int i),9,9,7,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ParseUpdateCommandString2(const UString &command, NUpdateArchive::CActionSet &actionSet, UString &postString)",23,23,16,10,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ParseUpdateCommandString(CUpdateOptions &options, const UStringVector &updatePostStrings, const NUpdateArchive::CActionSet &defaultActionSet)",38,37,21,8,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ParseComplexSize(const UString &src, UInt64 &result)",37,36,25,13,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"SetAddCommandOptions( NCommandType::EEnum commandType, const CParser &parser, CUpdateOptions &options)",46,43,26,10,3,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"SetMethodOptions(const CParser &parser, CObjectVector<CProperty> &properties)",18,18,11,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,CArchiveCommandLineParser::CArchiveCommandLineParser(),1,1,1,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"CArchiveCommandLineParser::Parse1(const UStringVector &commandStrings, CArchiveCommandLineOptions &options)",27,25,16,2,2,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"FindCharset(const NCommandLineParser::CParser &parser, int keyIndex, int defaultVal)",16,15,10,7,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"ConvertStringToUInt32(const wchar_t *s, UInt32 &v)",9,9,7,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,"EnumerateDirItemsAndSort(NWildcard::CCensor &wildcardCensor, UStringVector &sortedPaths, UStringVector &sortedFullPaths)",41,38,27,6,3,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveCommandLine.cpp,CArchiveCommandLineParser::Parse2(CArchiveCommandLineOptions &options),189,154,83,33,35,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"CArchiveExtractCallback::Init( const NWildcard::CCensorNode *wildcardCensor, const CArc *arc, IFolderArchiveExtractCallback *extractCallback2, bool stdOutMode, bool testMode, bool crcMode, const FString &directoryPath, const UStringVector &removePathParts, UInt64 packSize)",21,16,16,0,5,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,CArchiveExtractCallback::SetTotal(UInt64 size),7,7,4,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"NormalizeVals(UInt64 &v1, UInt64 &v2)",7,7,5,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"MyMultDiv64(UInt64 unpCur, UInt64 unpTotal, UInt64 packTotal)",6,6,5,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,CArchiveExtractCallback::SetCompleted(const UInt64 *completeValue),15,14,7,6,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"CArchiveExtractCallback::SetRatioInfo(const UInt64 *inSize, const UInt64 *outSize)",4,4,2,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"CArchiveExtractCallback::CreateComplexDirectory(const UStringVector &dirPathParts, FString &fullPath)",9,9,6,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"CArchiveExtractCallback::GetTime(int index, PROPID propID, FILETIME &filetime, bool &filetimeIsDefined)",12,12,9,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,CArchiveExtractCallback::GetUnpackSize(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"CArchiveExtractCallback::SendMessageError(const char *message, const FString &path)",2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,"CArchiveExtractCallback::GetStream(UInt32 index, ISequentialOutStream **outStream, Int32 askExtractMode)",241,219,128,58,20,0,2,8
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,CArchiveExtractCallback::PrepareOperation(Int32 askExtractMode),15,15,8,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,CArchiveExtractCallback::SetOperationResult(Int32 operationResult),45,44,23,10,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveExtractCallback.cpp,CArchiveExtractCallback::CryptoGetTextPassword(BSTR *password),9,9,4,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveOpenCallback.cpp,"COpenCallbackImp::SetTotal(const UInt64 *files, const UInt64 *bytes)",8,8,4,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveOpenCallback.cpp,"COpenCallbackImp::SetCompleted(const UInt64 *files, const UInt64 *bytes)",8,8,4,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveOpenCallback.cpp,"COpenCallbackImp::GetProperty(PROPID propID, PROPVARIANT *value)",22,22,14,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveOpenCallback.cpp,COpenCallbackImp::FindName(const UString &name),5,5,3,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveOpenCallback.cpp,"COpenCallbackImp::GetStream(const wchar_t *name, IInStream **inStream)",26,26,18,10,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ArchiveOpenCallback.cpp,COpenCallbackImp::CryptoGetTextPassword(BSTR *password),13,13,7,6,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchmarkInStream::Read(void *data, UInt32 size, UInt32 *processedSize)",13,13,9,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchmarkOutStream::Write(const void *data, UInt32 size, UInt32 *processedSize)",14,13,9,5,0,0,1,3
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CCrcOutStream::Write(const void *data, UInt32 size, UInt32 *processedSize)",5,5,4,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,GetTimeCount(),18,13,6,5,0,0,5,7
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,GetFreq(),15,10,4,3,0,0,5,7
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,GetTime64(const FILETIME &t),1,1,1,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,GetWinUserTime(),11,11,4,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,GetUserFreq(),6,6,3,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchProgressInfo::SetStartTime(),6,6,6,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchProgressInfo::SetFinishTime(CBenchInfo &dest),4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchProgressInfo::SetRatioInfo(const UInt64 *inSize, const UInt64 *outSize)",23,23,16,7,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,GetLogSize(UInt32 size),6,6,3,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"NormalizeVals(UInt64 &v1, UInt64 &v2)",6,6,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchInfo::GetUsage() const,12,12,10,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchInfo::GetRatingPerUsage(UInt64 rating) const,12,12,10,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"MyMultDiv64(UInt64 value, UInt64 elapsedTime, UInt64 freq)",6,6,5,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchProps::SetLzmaCompexity(),4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchProps::GetCompressRating(UInt32 dictSize, UInt64 elapsedTime, UInt64 freq, UInt64 size)",11,11,8,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchProps::GetDecompressRating(UInt64 elapsedTime, UInt64 freq, UInt64 outSize, UInt64 inSize, UInt32 numIterations)",3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"GetCompressRating(UInt32 dictSize, UInt64 elapsedTime, UInt64 freq, UInt64 size)",4,4,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"GetDecompressRating(UInt64 elapsedTime, UInt64 freq, UInt64 outSize, UInt64 inSize, UInt32 numIterations)",4,4,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CEncoderInfo::Init( const COneMethodInfo &method, UInt32 uncompressedDataSize, unsigned generateDictBits, CBaseRandomGenerator *rgLoc)",48,42,29,12,6,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CEncoderInfo::Encode(),10,9,9,1,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CEncoderInfo::Decode(UInt32 decoderIndex),50,44,31,9,6,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"MethodBench( DECL_EXTERNAL_CODECS_LOC_VARS bool oldLzmaBenchMode, UInt32 numThreads, const COneMethodInfo &method2, UInt32 uncompressedDataSize, unsigned generateDictBits, IBenchPrintCallback *printCallback, IBenchCallback *callback, CBenchProps *benchProps)",201,182,104,37,19,1,0,1
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"GetLZMAUsage(bool multiThread, UInt32 dictionary)",13,13,11,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"GetBenchMemoryUsage(UInt32 numThreads, UInt32 dictionary)",7,7,6,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CrcBig(const void *data, UInt32 size, UInt32 numCycles, UInt32 crcBase)",5,5,3,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CrcThreadFunction(void *param),4,4,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CrcCalc1(const Byte *buf, UInt32 size)",5,5,4,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"RandGen(Byte *buf, UInt32 size, CBaseRandomGenerator &RG)",3,3,2,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"RandGenCrc(Byte *buf, UInt32 size, CBaseRandomGenerator &RG)",3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CrcInternalTest(),21,21,15,10,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CrcBench(UInt32 numThreads, UInt32 bufferSize, UInt64 &speed)",58,54,37,15,4,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"PrintNumber(IBenchPrintCallback &f, UInt64 value, int size, bool withSpace = true)",18,18,13,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"PrintRating(IBenchPrintCallback &f, UInt64 rating)",2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"PrintResults(IBenchPrintCallback &f, UInt64 usage, UInt64 rpu, UInt64 rating)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"PrintResults(IBenchPrintCallback &f, const CBenchInfo &info, UInt64 rating, CTotalBenchRes &res)",10,10,10,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"PrintTotals(IBenchPrintCallback &f, const CTotalBenchRes &res)",3,3,3,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"PrintRequirements(IBenchPrintCallback &f, const char *sizeString, UInt64 size, const char *threadsString, UInt32 numThreads)",8,8,8,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchCallbackToPrint::SetEncodeResult(const CBenchInfo &info, bool final)",8,8,6,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchCallbackToPrint::SetDecodeResult(const CBenchInfo &info, bool final)",13,13,11,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchCallbackToPrint::Print(const char *s),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,CBenchCallbackToPrint::NewLine(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"CBenchCallbackToPrint::PrintLeftAligned(const char *s, unsigned size)",5,5,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"TotalBench( DECL_EXTERNAL_CODECS_LOC_VARS UInt32 numThreads, UInt32 unpackSize, IBenchPrintCallback *printCallback, CBenchCallbackToPrint *callback)",26,25,17,3,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"String_to_PropVariant(const UString &s, NCOM::CPropVariant &prop)",9,9,6,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\Bench.cpp,"Bench( DECL_EXTERNAL_CODECS_LOC_VARS IBenchPrintCallback *printCallback, IBenchCallback *benchCallback, const CObjectVector<CProperty> props, UInt32 numIterations, bool multiDict)",219,200,129,41,19,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnInit(),105,93,64,21,12,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::OnSize(WPARAM , int xSize, int ySize)",31,29,24,5,2,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::GetNumberOfThreads(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnChangeDictionary(),9,9,9,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnChangeSettings(),15,15,15,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnRestartButton(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnStopButton(),3,3,3,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnHelp(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::OnCancel(),4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"GetTimeString(UInt64 timeValue, TCHAR *s)",5,5,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchmarkDialog::PrintTime(),9,9,8,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::PrintRating(UInt64 rating, UINT controlID)",5,5,5,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::PrintUsage(UInt64 usage, UINT controlID)",5,5,5,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::PrintResults( UInt32 dictionarySize, const CBenchInfo2 &info, UINT usageID, UINT speedID, UINT rpuID, UINT ratingID, bool decompressMode)",21,19,15,2,2,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::OnTimer(WPARAM , LPARAM )",92,81,33,8,7,0,4,5
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::OnCommand(int code, int itemID, LPARAM lParam)",9,9,5,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchmarkDialog::OnButtonClicked(int buttonID, HWND buttonHWND)",11,11,7,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchCallback::SetEncodeResult(const CBenchInfo &info, bool final)",15,14,9,5,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"CBenchCallback::SetDecodeResult(const CBenchInfo &info, bool final)",21,19,13,6,2,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchCallback2::Print(const char *s),4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchCallback2::NewLine(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CBenchCallback2::CheckBreak(),4,4,3,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,CThreadBenchmark::Process(),110,106,67,13,2,0,2,3
F:\papter datasets\Development\stats\7zip\GUI\BenchmarkDialog.cpp,"Benchmark( DECL_EXTERNAL_CODECS_LOC_VARS const CObjectVector<CProperty> props, HWND hwndParent)",24,22,17,3,2,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ComboBox.cpp,"CComboBox::GetLBText(int index, CSysString &s)",8,8,7,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ComboBox.cpp,CComboBox::AddString(LPCWSTR s),4,4,3,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\ComboBox.cpp,"CComboBox::GetLBText(int index, UString &s)",17,17,13,7,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,"SplitCommandLine(const UString &src, UString &dest1, UString &dest2)",19,19,13,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,"SplitCommandLine(const UString &s, UStringVector &parts)",13,13,9,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,IsItSwitchChar(wchar_t c),2,2,2,1,0,1,0,5
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,CParser::CParser(int numSwitches),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,CParser::~CParser(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,"CParser::ParseStrings(const CSwitchForm *switchForms, const UStringVector &commandStrings)",15,15,8,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,"CParser::ParseString(const UString &s, const CSwitchForm *switchForms)",103,101,62,28,1,1,1,10
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,CParser::operator[](size_t index) const,2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommandLineParser.cpp,"ParseCommand(int numCommandForms, const CCommandForm *commandForms, const UString &commandString, UString &postString)",20,20,11,7,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommonDialog.cpp,CDoubleZeroStringListA::Add(LPCSTR s),4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommonDialog.cpp,CDoubleZeroStringListA::SetForBuffer(LPSTR buffer),4,4,3,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommonDialog.cpp,CDoubleZeroStringListW::Add(LPCWSTR s),4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommonDialog.cpp,CDoubleZeroStringListW::SetForBuffer(LPWSTR buffer),4,4,3,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CommonDialog.cpp,"MyGetOpenFileName(HWND hwnd, LPCWSTR title, LPCWSTR fullFileName, LPCWSTR s, UString &resPath #ifdef UNDER_CE , bool openFolder #endif )",101,84,72,4,17,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,IsMethodSupportedBySfx(int methodID),5,5,3,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,GetMaxRamSizeForProgram(),11,11,8,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::OnInit(),81,63,57,4,18,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CInfo::GetFullPathName(UString &result) const,8,8,6,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::UpdatePasswordControl(),14,13,13,0,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,"CCompressDialog::OnButtonClicked(int buttonID, HWND buttonHWND)",21,21,13,5,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::CheckSFXControlsEnable(),11,11,8,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::CheckVolumeEnable(),5,5,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::CheckControlsEnable(),25,20,20,0,5,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::IsSFX(),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::OnButtonSFX(),31,29,19,5,2,1,0,3
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::OnButtonSetArchive(),18,18,15,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,IsAsciiString(const UString &s),8,8,5,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::OnOK(),101,91,65,14,10,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::OnHelp(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,"CCompressDialog::OnCommand(int code, int itemID, LPARAM lParam)",57,57,42,8,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::CheckSFXNameChange(),5,5,4,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::SetArchiveName2(bool prevWasSFX),17,17,11,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::SetArchiveName(const UString &name),28,27,17,4,1,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::FindRegistryFormat(const UString &name),8,8,5,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::FindRegistryFormatAlways(const UString &name),9,9,7,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::GetStaticFormatIndex(),7,7,5,4,0,1,0,1
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,"CCompressDialog::SetNearestSelectComboBox(NControl::CComboBox &comboBox, UInt32 value)",9,9,5,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::SetLevel(),26,26,18,4,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::SetMethod(int keepMethodId),43,43,30,8,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::IsZipFormat(),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::SetEncryptionMethod(),21,21,15,2,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::GetMethodID(),4,4,3,3,0,0,0,0
F:\papter datasets\Development\stats\7zip\GUI\CompressDialog.cpp,CCompressDialog::GetMethodSpec(),4,4,3,3,0,0,0,0
